campaign_id,advertiser_name,agency_name,industry_vertical,campaign_objective,buy_type,sale_type,contract_status,contract_value_usd,budget_usd,campaign_start_date,campaign_end_date,ad_play_date,ad_play_month,ad_play_quarter,ad_play_year,network,media_type,show_title,genre,content_rating,daypart,ad_format,device_type,ad_duration_seconds,is_sponsorship,state,dma_region,viewer_age_range,viewer_gender,viewer_income_bracket,viewer_interest,subscription_tier,opt_in_ads,days_active_30d,approved_impressions,impressions_delivered,delivery_rate_pct,clicks,ctr_pct,conversions,conversion_rate_pct,completion_rate_pct,viewability_pct,frequency_count,ad_cost_usd,ad_revenue_usd,cpm,roas,error_flag
5131,Paramount+,Carat,Insurance,Brand Awareness,Scatter,Upfront,In Flight,1154120.6,1104832.26,2023-06-24,2023-08-28,2023-11-21,11,4,2023,Max,FAST,Curb Your Enthusiasm,Reality,TV-MA,Prime Time (7-11pm),Interactive,Smart TV,15,No,MI,New York,55-64,Female,$100-150K,Comedy,Linear (No Sub),No,6,2511311,2114124,84.18,81499,3.855,4558,5.593,62.8,65.1,3,290014.05,490881.44,137.1793,1.693,Buffering
5485,Heineken,Horizon Media,Pharma,App Install,Scatter,Direct IO,Executed,1792389.61,1789203.54,2023-07-29,2023-11-13,2023-05-25,5,2,2023,Max,Programmatic,CNN This Morning,Comedy,TV-Y,Morning (9am-12pm),Pre-roll,Mobile,15,No,CO,New York,25-34,Female,$100-150K,Gaming,Max Ad-Lite,Yes,17,3654660,3505967,95.93,189586,5.408,26768,14.119,78.6,77.7,6,239188.99,361696.49,68.2234,1.512,
5819,Ford,Zenith,Insurance,Lead Generation,Scatter,Programmatic,Executed,947956.67,794442.22,2023-02-11,2023-05-17,2023-06-04,6,2,2023,truTV,Programmatic,True Detective,Documentary,TV-PG,Late Night (11pm-2am),Overlay,Smart TV,30,No,NC,Dallas,18-24,Female,$60-100K,Comedy,Max Ad-Free,Yes,10,6670073,6128813,91.89,177430,2.895,11402,6.426,91.5,100.0,8,120288.37,182086.78,19.6267,1.514,
5647,Netflix,UM Worldwide,Insurance,Reach,Upfront,Programmatic,Executed,1497950.6,1720365.65,2024-04-05,2024-06-10,2024-09-26,9,3,2024,TBS,Linear TV,Teen Titans Go,News,TV-G,Prime Time (7-11pm),Pause Ad,Smart TV,15,No,TX,Tampa,35-44,Male,$60-100K,True Crime,Max Ad-Lite,No,5,573650,573650,100.0,12928,2.254,522,4.038,56.8,91.0,11,79271.6,105952.87,138.1881,1.337,
5021,Ford,Canvas Worldwide,Retail,Subscription Drive,Scatter,Scatter,In Flight,1652447.91,1626034.28,2023-06-01,2023-09-30,2024-10-15,10,4,2024,TBS,FAST,The Last of Us,Comedy,TV-MA,Late Night (11pm-2am),Overlay,Smart TV,30,No,FL,Detroit,25-34,Male,<$30K,Drama,Linear (No Sub),No,22,5908392,5030217,85.14,102601,2.04,1977,1.927,86.2,94.9,12,326475.17,379399.93,64.9028,1.162,
5841,AbbVie,Carat,Gaming,Reach,Upfront,Direct IO,Cancelled,1953226.22,1843656.26,2023-11-26,2024-03-23,2024-03-09,3,1,2024,TBS,FAST,Looney Tunes,Documentary,TV-Y7,Early Fringe (4-7pm),Pre-roll,Mobile,15,No,WA,Boston,25-34,Female,>$150K,Gaming,Max Ad-Lite,Yes,10,287214,237356,82.64,10371,4.369,874,8.427,64.7,92.6,12,5263.49,6653.4,22.1755,1.264,
5167,Microsoft,UM Worldwide,Healthcare,App Install,Open Market,Scatter,Executed,1377609.42,1153285.28,2023-10-23,2024-01-18,2023-09-24,9,3,2023,TBS,Social,NBA on TNT,Kids,TV-MA,Morning (9am-12pm),Mid-roll,Smart TV,30,No,OH,Boston,35-44,Female,<$30K,Drama,Max Ad-Free,No,15,450738,418575,92.86,16018,3.827,1101,6.874,88.6,97.7,7,6540.03,9392.89,15.6245,1.436,
5274,Heineken,Mediahub,Tech,Brand Awareness,Scatter,Upfront,Makegood,1726380.66,1605837.59,2023-06-18,2023-11-05,2024-12-03,12,4,2024,Bleacher Report,Streaming (SVOD),Robot Chicken,Reality,TV-MA,Overnight (2-5am),Pre-roll,Smart TV,30,No,WA,Phoenix,35-44,Female,$100-150K,Animation,Max Ultimate,Yes,29,3455180,2929903,84.8,21657,0.739,1301,6.007,75.2,88.1,7,244036.6,363016.68,83.2917,1.488,
5388,Home Depot,GroupM,Luxury Goods,Retargeting,Scatter,Scatter,Executed,1131025.31,1115399.17,2023-12-28,2024-05-06,2024-05-07,5,2,2024,Cartoon Network,Digital Video,Teen Titans Go,Comedy,TV-Y,Late Night (11pm-2am),Pause Ad,Mobile,30,No,MN,Detroit,45-54,Male,<$30K,Gaming,Max Ad-Free,Yes,15,4097206,3305057,80.67,83660,2.531,2803,3.35,77.3,86.5,3,224107.65,318549.24,67.8075,1.421,
5601,Lexus,Zenith,Tech,App Install,Open Market,Upfront,Executed,1362117.89,1192065.94,2023-11-28,2024-03-23,2024-09-25,9,3,2024,Cartoon Network,Digital Video,Rick and Morty,Comedy,TV-G,Afternoon (12-4pm),Mid-roll,Smart TV,15,No,AZ,Atlanta,45-54,Male,$100-150K,Drama,Max Ad-Lite,Yes,19,4024484,3890319,96.67,167737,4.312,11594,6.912,72.6,89.6,10,200680.16,299615.27,51.5845,1.493,
5316,Best Buy,IPG Mediabrands,Luxury Goods,Lead Generation,Scatter,Programmatic,In Flight,912675.35,1048370.52,2023-09-02,2023-12-29,2023-01-04,1,1,2023,TNT,Linear TV,Barry,Comedy,TV-Y7,Late Night (11pm-2am),Interactive,Desktop,30,No,TX,New York,55-64,Male,$60-100K,Kids & Family,Linear (No Sub),Yes,12,6539857,5927107,90.63,200827,3.388,10236,5.097,50.8,88.7,10,478383.92,810153.68,80.7112,1.694,
5014,Subway,Omnicom Media Group,Healthcare,Lead Generation,Programmatic Guaranteed,Scatter,Executed,1092075.83,1125149.18,2023-04-13,2023-07-31,2023-12-11,12,4,2023,TBS,Programmatic,Barry,Reality,TV-Y,Late Night (11pm-2am),Mid-roll,Desktop,30,No,CO,Dallas,55-64,Female,>$150K,Gaming,Max Ad-Free,No,17,5323994,4817587,90.49,177865,3.692,13958,7.848,50.6,94.4,8,421204.52,615030.02,87.4306,1.46,
5242,Chase Bank,Publicis Media,Insurance,Brand Awareness,Scatter,Sponsorship,Makegood,2265472.54,1952971.38,2024-01-23,2024-05-14,2024-11-06,11,4,2024,Adult Swim,Digital Video,Rick and Morty,Drama,TV-G,Late Night (11pm-2am),Pre-roll,Smart TV,30,Yes,CA,Chicago,25-34,Male,>$150K,Animation,Linear (No Sub),No,25,296212,274091,92.53,2765,1.009,249,9.005,89.5,77.6,4,22744.62,26149.79,82.982,1.15,Timeout
5777,Ford,Wavemaker,Gaming,Reach,Scatter,Upfront,In Flight,1217246.1,1394839.44,2024-06-21,2024-11-11,2023-10-20,10,4,2023,Adult Swim,Display,Shark Week,Comedy,TV-Y7,Afternoon (12-4pm),Mid-roll,Mobile,30,No,FL,Miami,45-54,Male,$30-60K,News,Max Ad-Free,Yes,10,6738999,5923461,87.9,172289,2.909,5513,3.2,55.3,88.7,6,428975.27,663734.1,72.4197,1.547,
5346,Nike,Assembly,Finance,Reach,Programmatic Guaranteed,Direct IO,In Flight,1598107.04,1429351.02,2024-04-12,2024-06-29,2024-08-01,8,3,2024,Adult Swim,Display,NBA on TNT,Kids,TV-PG,Morning (9am-12pm),Pause Ad,Smart TV,45,No,MN,New York,45-54,Male,$60-100K,Drama,Max Ad-Free,Yes,21,4216784,3521330,83.51,97210,2.761,1594,1.64,78.9,82.5,11,142712.81,222033.46,40.5281,1.556,
5565,Mercedes-Benz,Mindshare,QSR,Retargeting,Open Market,Upfront,In Flight,363767.16,334368.7,2023-07-14,2023-12-23,2024-06-03,6,2,2024,Cartoon Network,FAST,And Just Like That,Animation,TV-PG,Prime Time (7-11pm),Pre-roll,Smart TV,30,No,TX,New York,55-64,Female,$100-150K,Animation,Max Ad-Free,Yes,21,4770850,4647241,97.41,173048,3.724,15841,9.154,73.0,100.0,4,322495.75,412709.41,69.3951,1.28,
5898,Target,Canvas Worldwide,Travel,Lead Generation,Upfront,Scatter,In Flight,519009.53,517066.92,2024-02-14,2024-07-22,2023-05-30,5,2,2023,HBO,Linear TV,Curb Your Enthusiasm,Reality,TV-G,Prime Time (7-11pm),Pre-roll,Mobile,30,No,MA,Denver,55-64,Female,$100-150K,Documentary,Max Ad-Lite,No,2,3266551,2810991,86.05,125913,4.479,12241,9.722,70.8,100.0,5,310256.67,354504.42,110.3727,1.143,
5340,T-Mobile,Dentsu,Pharma,App Install,Programmatic Guaranteed,Upfront,Executed,2048943.9,1845726.1,2023-04-12,2023-07-23,2024-09-10,9,3,2024,truTV,Streaming (SVOD),NBA on TNT,Sports,TV-14,Prime Time (7-11pm),Mid-roll,Smart TV,30,No,TX,Phoenix,25-34,Male,$100-150K,Animation,Max Ad-Free,Yes,9,2237411,2144537,95.85,68858,3.211,8232,11.955,89.8,90.1,8,95504.17,108027.21,44.5337,1.131,
5092,Lexus,Mindshare,Gaming,App Install,Open Market,Upfront,Executed,1773333.19,1984134.05,2023-12-16,2024-06-06,2023-04-27,4,2,2023,TNT,Programmatic,The Wire,True Crime,TV-PG,Prime Time (7-11pm),Mid-roll,Smart TV,15,No,MI,Denver,35-44,Male,<$30K,Reality TV,Linear (No Sub),No,6,7814161,6288681,80.48,275201,4.376,4686,1.703,75.3,85.6,9,306143.05,357241.27,48.6816,1.167,
5367,State Farm,Omnicom Media Group,CPG,Conversions,Scatter,Scatter,In Flight,1918462.91,1627434.06,2023-05-09,2023-09-16,2024-08-02,8,3,2024,Cartoon Network,Display,The Wire,Sports,TV-Y7,Prime Time (7-11pm),Overlay,Connected Device,15,No,CA,Philadelphia,35-44,Female,$30-60K,Documentary,Linear (No Sub),Yes,23,7652755,7481739,97.77,257530,3.442,14992,5.821,67.9,73.9,5,116471.97,161425.46,15.5675,1.386,Skip
5956,Walmart,Publicis Media,Telecom,Conversions,Upfront,Sponsorship,Cancelled,1454468.78,1504725.49,2023-07-02,2023-11-24,2024-12-28,12,4,2024,CNN,Streaming (SVOD),And Just Like That,True Crime,TV-G,Overnight (2-5am),Mid-roll,Smart TV,30,Yes,TX,Chicago,35-44,Female,$30-60K,Drama,Max Ad-Lite,Yes,23,2498995,2437275,97.53,83482,3.425,8993,10.772,78.7,87.2,4,194570.34,304123.8,79.8311,1.563,
5455,Verizon,Spark Foundry,Retail,Direct Response,Programmatic Guaranteed,Programmatic,Executed,232426.61,262746.37,2023-03-03,2023-06-07,2024-12-14,12,4,2024,truTV,FAST,Anderson Cooper 360,Action,TV-Y7,Overnight (2-5am),Post-roll,Smart TV,30,No,MN,Denver,45-54,Male,>$150K,True Crime,Max Ultimate,Yes,28,7645340,7401907,96.82,346665,4.683,49669,14.328,75.1,80.7,1,253095.63,423432.61,34.1933,1.673,Ad Block
5428,Mercedes-Benz,GroupM,Entertainment,Lead Generation,Scatter,Upfront,Executed,1840564.96,1569846.48,2023-03-08,2023-08-19,2024-09-28,9,3,2024,CNN,Digital Video,White Lotus,True Crime,TV-14,Overnight (2-5am),Mid-roll,Desktop,15,No,MA,Boston,35-44,Female,>$150K,Documentary,Max Ultimate,No,7,2021544,1710071,84.59,31304,1.831,2674,8.542,59.4,85.2,10,39188.84,58692.4,22.9165,1.498,Skip
5509,Eli Lilly,Spark Foundry,Retail,Tune-In Promotion,Upfront,Scatter,Cancelled,1498600.81,1291590.13,2023-09-14,2023-12-07,2024-02-10,2,1,2024,CNN,Display,NBA on TNT,Kids,TV-PG,Early Fringe (4-7pm),Pre-roll,Smart TV,15,No,CA,San Francisco,25-34,Female,<$30K,Documentary,Max Ultimate,No,10,1217666,814618,66.9,23343,2.866,2117,9.069,83.8,80.3,1,66775.95,89316.91,81.9721,1.338,Ad Block
5776,Pepsi,Havas Media,Telecom,App Install,Upfront,Programmatic,Executed,666626.13,763838.35,2024-04-13,2024-08-21,2024-06-18,6,2,2024,truTV,Digital Video,Rick and Morty,Kids,TV-14,Early Morning (5-9am),Pre-roll,Mobile,60,No,PA,Tampa,45-54,Female,$30-60K,Kids & Family,Max Ultimate,No,30,5714449,5605987,98.1,237220,4.232,15563,6.561,43.3,67.3,12,512173.06,839325.66,91.3618,1.639,
5943,Home Depot,Horizon Media,Finance,Brand Awareness,Scatter,Direct IO,Executed,1278902.97,1440074.4,2023-07-18,2023-12-10,2024-08-02,8,3,2024,HBO,Display,Euphoria,Sports,TV-14,Overnight (2-5am),Mid-roll,Smart TV,15,No,GA,New York,35-44,Female,$60-100K,Sports,Max Ad-Lite,Yes,30,6638003,5621054,84.68,41723,0.742,2128,5.1,96.9,73.4,7,427291.17,586356.63,76.0162,1.372,
5035,Eli Lilly,Dentsu,Travel,Tune-In Promotion,Programmatic Guaranteed,Scatter,Makegood,223308.79,247064.55,2023-10-11,2024-02-25,2023-01-10,1,1,2023,TNT,Social,Inside the NBA,Comedy,TV-Y7,Early Morning (5-9am),Companion Banner,Smart TV,15,No,WA,Phoenix,25-34,Male,>$150K,Sports,Max Ad-Free,Yes,11,3015465,2599305,86.2,47402,1.824,2185,4.61,54.1,53.1,8,79034.99,126213.34,30.4062,1.597,
5206,Procter & Gamble,Wavemaker,Gaming,Subscription Drive,Scatter,Upfront,Makegood,801889.79,912639.67,2024-01-26,2024-06-25,2023-04-18,4,2,2023,Adult Swim,Streaming (SVOD),House of the Dragon,Comedy,TV-MA,Overnight (2-5am),Pre-roll,Smart TV,30,No,OH,Los Angeles,55-64,Male,$60-100K,Kids & Family,Max Ad-Free,Yes,24,254426,251830,98.98,10120,4.019,504,4.98,95.7,80.4,3,12912.46,19168.06,51.2745,1.484,
5081,Eli Lilly,IPG Mediabrands,Telecom,Reach,Programmatic Guaranteed,Programmatic,In Flight,1566694.6,1505333.97,2023-05-30,2023-11-06,2024-04-13,4,2,2024,TNT,Programmatic,Looney Tunes,Reality,TV-Y,Prime Time (7-11pm),Pre-roll,Smart TV,30,No,CO,Phoenix,25-34,Male,$30-60K,True Crime,Max Ad-Lite,Yes,22,6262263,5507027,87.94,196850,3.575,18598,9.448,77.0,75.0,5,491429.47,785306.3,89.2368,1.598,
5932,Taco Bell,Omnicom Media Group,Healthcare,Reach,Upfront,Scatter,Pending,1381378.37,1454670.55,2024-02-24,2024-03-10,2023-01-08,1,1,2023,HBO,Audio,Planet Earth III,Reality,TV-14,Prime Time (7-11pm),Overlay,Smart TV,45,No,TX,Chicago,25-34,Male,$100-150K,Documentary,Max Ad-Lite,Yes,20,5279590,4947252,93.71,55452,1.121,5148,9.284,66.6,96.8,6,657899.92,1061177.99,132.9829,1.613,
5562,Bank of America,Mindshare,Tech,Brand Awareness,Open Market,Upfront,In Flight,206382.87,175001.32,2023-06-05,2023-07-12,2024-11-23,11,4,2024,HBO,Digital Video,Rick and Morty,Drama,TV-14,Morning (9am-12pm),Native,Smart TV,30,No,MI,Seattle,65+,Female,$30-60K,Gaming,Max Ad-Lite,No,18,2847525,2785744,97.83,47570,1.708,1348,2.834,62.4,91.0,3,151772.07,222008.64,54.4817,1.463,Skip
5872,Bank of America,Crossmedia,Automotive,Tune-In Promotion,Scatter,Upfront,Executed,1501210.35,1750697.31,2024-05-10,2024-09-24,2023-12-27,12,4,2023,CNN,Display,Game of Thrones,News,TV-14,Overnight (2-5am),Pause Ad,Desktop,30,No,OH,Dallas,55-64,Female,>$150K,Reality TV,Max Ad-Free,Yes,23,7887866,7887866,100.0,70073,0.888,6839,9.76,53.4,87.9,8,859992.73,1017849.51,109.0273,1.184,
5388,Home Depot,GroupM,Luxury Goods,Retargeting,Scatter,Scatter,Executed,948963.39,1115399.17,2023-12-28,2024-05-06,2023-08-28,8,3,2023,Cartoon Network,Digital Video,Teen Titans Go,Comedy,TV-Y,Morning (9am-12pm),Mid-roll,Smart TV,30,No,AZ,New York,35-44,Female,>$150K,Drama,Max Ad-Lite,No,25,364556,328775,90.19,11353,3.453,1197,10.543,89.6,71.6,8,9804.43,14451.65,29.8211,1.474,
5002,Pfizer,IPG Mediabrands,Retail,Brand Awareness,Programmatic Guaranteed,Direct IO,Executed,562738.95,661898.8,2024-02-27,2024-07-14,2023-11-16,11,4,2023,Adult Swim,Digital Video,And Just Like That,True Crime,TV-MA,Late Night (11pm-2am),Mid-roll,Smart TV,60,No,FL,Dallas,65+,Male,$30-60K,Documentary,Max Ultimate,Yes,18,4934016,4370050,88.57,145440,3.328,1674,1.151,72.8,92.9,6,255618.21,419512.04,58.4932,1.641,
5390,AT&T,Wavemaker,Automotive,Retargeting,Open Market,Upfront,Cancelled,999260.92,1049455.89,2024-03-07,2024-06-02,2024-10-27,10,4,2024,HBO,Streaming (SVOD),The Last of Us,Drama,TV-Y,Afternoon (12-4pm),Pre-roll,Smart TV,45,No,AZ,San Francisco,55-64,Female,>$150K,Animation,Max Ad-Free,Yes,2,5918375,4392380,74.22,146585,3.337,18745,12.788,89.2,83.4,10,151730.81,214794.95,34.5441,1.416,
5566,BMW,Mediahub,CPG,App Install,Open Market,Programmatic,In Flight,996288.59,1043012.37,2023-09-27,2024-03-03,2024-12-01,12,4,2024,Cartoon Network,Linear TV,Barry,Documentary,TV-MA,Afternoon (12-4pm),Mid-roll,Tablet,30,No,PA,Los Angeles,45-54,Female,$60-100K,Comedy,Linear (No Sub),Yes,28,1094285,1008465,92.16,42208,4.185,1816,4.303,65.9,68.0,12,47925.79,67429.81,47.5235,1.407,
5106,Lululemon,IPG Mediabrands,Travel,Direct Response,Upfront,Upfront,Executed,1669615.06,1643504.97,2023-10-19,2024-02-16,2023-05-01,5,2,2023,CNN,Audio,CNN Tonight,True Crime,TV-Y,Morning (9am-12pm),Pre-roll,Smart TV,30,No,CO,Chicago,35-44,Female,$60-100K,Animation,Max Ad-Free,No,10,3913069,3797554,97.05,158958,4.186,10631,6.688,70.3,92.1,7,390827.55,543978.57,102.9156,1.392,
5772,Nike,UM Worldwide,Pharma,Reach,Scatter,Upfront,Cancelled,2306964.76,1958092.47,2023-04-15,2023-05-12,2024-09-12,9,3,2024,Max,Social,The Last of Us,Drama,TV-G,Morning (9am-12pm),Mid-roll,Desktop,15,No,NY,Seattle,35-44,Female,<$30K,Sports,Linear (No Sub),Yes,29,5627566,5627566,100.0,78090,1.388,3824,4.897,75.1,91.8,8,294902.47,489426.67,52.4032,1.66,
5822,Microsoft,Havas Media,Tech,Conversions,Scatter,Programmatic,In Flight,1759393.42,1587344.01,2024-03-25,2024-07-20,2024-03-26,3,1,2024,HBO,Streaming (SVOD),The Last of Us,Reality,TV-MA,Prime Time (7-11pm),Native,Mobile,15,No,NC,Denver,18-24,Female,$30-60K,Comedy,Linear (No Sub),No,5,935438,873681,93.4,44445,5.087,887,1.996,73.6,69.0,2,77596.68,95577.19,88.8158,1.232,
5477,Johnson & Johnson,Wavemaker,QSR,Brand Awareness,Upfront,Upfront,Executed,719237.98,647963.79,2024-01-09,2024-04-30,2024-04-02,4,2,2024,TNT,Audio,White Lotus,Comedy,TV-Y7,Early Morning (5-9am),Mid-roll,Mobile,15,No,PA,Chicago,35-44,Female,$100-150K,Drama,Max Ad-Lite,Yes,9,7928799,7928799,100.0,266584,3.362,21486,8.06,71.5,75.4,7,721247.96,1175877.24,90.9656,1.63,
5703,Louis Vuitton,Mediahub,Finance,Conversions,Programmatic Guaranteed,Programmatic,Executed,1497486.16,1252286.41,2024-01-05,2024-06-12,2024-09-13,9,3,2024,HBO,Streaming (SVOD),CNN Tonight,Animation,TV-G,Late Night (11pm-2am),Interactive,Mobile,15,No,AZ,Dallas,45-54,Male,$100-150K,True Crime,Max Ad-Free,Yes,6,1696593,1643679,96.88,53974,3.284,2211,4.096,69.6,97.2,10,137168.63,201836.25,83.4522,1.471,
5402,Peacock,Havas Media,Entertainment,Reach,Upfront,Sponsorship,In Flight,272177.32,274903.36,2023-04-25,2023-05-11,2023-07-29,7,3,2023,truTV,Display,Looney Tunes,Drama,TV-14,Prime Time (7-11pm),Mid-roll,Smart TV,30,Yes,MA,Dallas,35-44,Female,$100-150K,Drama,Max Ad-Free,Yes,29,6705435,5878311,87.66,144508,2.458,20859,14.434,74.5,83.1,9,274232.03,346616.44,46.6515,1.264,
5730,Citibank,Horizon Media,Gaming,Brand Awareness,Open Market,Scatter,Cancelled,1917737.54,1623352.72,2023-04-12,2023-04-28,2024-02-06,2,1,2024,Cartoon Network,Streaming (SVOD),Euphoria,Comedy,TV-Y,Prime Time (7-11pm),Mid-roll,Smart TV,15,No,PA,Dallas,55-64,Female,$100-150K,Animation,Max Ad-Lite,No,13,3358023,3090564,92.04,125563,4.063,17292,13.772,85.9,87.2,2,122281.56,155525.39,39.5661,1.272,
5556,Lexus,Horizon Media,Retail,Subscription Drive,Scatter,Upfront,Pending,529380.92,594003.84,2023-08-08,2024-01-21,2023-10-09,10,4,2023,Discovery+,Digital Video,Barry,True Crime,TV-Y7,Late Night (11pm-2am),Overlay,Desktop,30,No,AZ,New York,45-54,Female,>$150K,Documentary,Linear (No Sub),Yes,15,2375517,2335805,98.33,65136,2.789,7685,11.798,73.6,93.8,4,201323.97,232727.25,86.1904,1.156,
5162,American Express,Crossmedia,Travel,Subscription Drive,Programmatic Guaranteed,Upfront,Makegood,1158850.38,1112418.63,2023-10-14,2023-12-02,2023-04-11,4,2,2023,CNN,Digital Video,Looney Tunes,Sports,TV-Y,Prime Time (7-11pm),Mid-roll,Desktop,30,No,MA,Miami,65+,Female,$100-150K,Drama,Max Ad-Lite,No,11,7369987,6384330,86.63,245415,3.844,21987,8.959,73.4,72.2,3,514642.12,647954.06,80.6102,1.259,
5202,Mercedes-Benz,Dentsu,Telecom,Direct Response,Scatter,Programmatic,In Flight,1451355.44,1231002.16,2024-06-24,2024-08-05,2023-04-21,4,2,2023,HBO,Audio,Curb Your Enthusiasm,Kids,TV-14,Overnight (2-5am),Mid-roll,Smart TV,30,No,AZ,Chicago,25-34,Male,$30-60K,Comedy,Max Ad-Lite,Yes,5,2814163,2457952,87.34,101713,4.138,3512,3.453,71.4,81.4,8,139514.34,186245.13,56.7604,1.335,
5958,McDonald's,Canvas Worldwide,Pharma,Direct Response,Scatter,Upfront,Cancelled,1793140.32,1749753.01,2023-08-15,2023-10-01,2023-05-17,5,2,2023,Bleacher Report,Digital Video,Inside the NBA,Sports,TV-14,Prime Time (7-11pm),Pause Ad,Mobile,15,No,CO,Miami,65+,Non-binary,<$30K,Documentary,Max Ad-Lite,Yes,23,6839003,6839003,100.0,396306,5.795,27440,6.924,60.4,66.5,7,499353.22,601883.08,73.0155,1.205,Timeout
5996,Walmart,Publicis Media,Automotive,Conversions,Scatter,Upfront,In Flight,1291609.46,1325277.59,2024-01-08,2024-06-27,2024-04-29,4,2,2024,CNN,Digital Video,Looney Tunes,Sports,TV-G,Prime Time (7-11pm),Pause Ad,Desktop,30,No,OH,Chicago,35-44,Female,$100-150K,Reality TV,Max Ad-Free,No,26,993442,691255,69.58,18144,2.625,1779,9.805,72.6,75.1,6,67990.94,108820.99,98.3587,1.601,
5270,Taco Bell,Initiative,QSR,App Install,Scatter,Upfront,Executed,383854.11,346214.57,2023-02-27,2023-03-25,2023-04-21,4,2,2023,truTV,Streaming (SVOD),Looney Tunes,Sports,TV-G,Morning (9am-12pm),Overlay,Smart TV,15,No,PA,New York,25-34,Female,>$150K,True Crime,Max Ad-Free,Yes,1,7522672,5676318,75.46,215133,3.79,15555,7.23,87.8,74.4,2,312763.42,516297.87,55.0997,1.651,
5863,DraftKings,GroupM,Insurance,Retargeting,Scatter,Sponsorship,Makegood,1887963.62,1609772.19,2024-04-03,2024-09-15,2024-03-19,3,1,2024,truTV,Digital Video,90 Day Fiancé,Drama,TV-14,Late Night (11pm-2am),Mid-roll,Mobile,15,Yes,NY,Miami,65+,Male,$30-60K,Drama,Linear (No Sub),No,4,7128307,6270146,87.96,196371,3.132,22441,11.428,89.3,90.8,9,121883.49,146828.76,19.4387,1.205,Buffering
5816,Heineken,Hearts & Science,Healthcare,Retargeting,Programmatic Guaranteed,Direct IO,Executed,509298.35,426892.23,2024-02-12,2024-05-29,2024-04-05,4,2,2024,CNN,Digital Video,Rick and Morty,Drama,TV-14,Prime Time (7-11pm),Pause Ad,Smart TV,15,No,WA,Los Angeles,55-64,Female,$60-100K,True Crime,Max Ad-Lite,Yes,26,4447979,3590645,80.73,170657,4.753,17772,10.414,52.1,98.2,8,289441.53,463078.29,80.6099,1.6,
5271,EA Sports,Zenith,Luxury Goods,Brand Awareness,Scatter,Programmatic,Executed,219619.8,203148.71,2023-01-24,2023-07-06,2024-11-20,11,4,2024,Bleacher Report,Display,Shark Week,News,TV-Y7,Prime Time (7-11pm),Pause Ad,Smart TV,30,No,CA,Seattle,35-44,Female,$60-100K,Sports,Max Ad-Lite,Yes,25,556742,556742,100.0,10555,1.896,290,2.748,74.5,69.1,8,43758.2,50276.49,78.5969,1.149,
5456,Peacock,Omnicom Media Group,CPG,Brand Awareness,Upfront,Scatter,Executed,513255.03,533155.92,2023-02-23,2023-04-27,2024-05-09,5,2,2024,Adult Swim,Display,90 Day Fiancé,Drama,TV-G,Early Morning (5-9am),Interactive,Mobile,30,No,AZ,New York,25-34,Male,<$30K,News,Max Ad-Lite,No,14,967193,810006,83.75,24694,3.049,565,2.288,84.9,73.1,9,83358.85,135118.23,102.9114,1.621,Ad Block
5462,McDonald's,IPG Mediabrands,Telecom,Direct Response,Scatter,Scatter,In Flight,1005485.61,883034.57,2023-11-20,2024-03-17,2024-12-25,12,4,2024,TBS,Display,Barry,Reality,TV-G,Prime Time (7-11pm),Native,Smart TV,30,No,AZ,Seattle,35-44,Female,$100-150K,Sports,Max Ad-Free,Yes,29,3210907,2862233,89.14,121196,4.234,4549,3.753,69.2,84.8,9,393624.3,492115.71,137.5235,1.25,Buffering
5727,Paramount+,Zenith,Travel,Brand Awareness,Open Market,Scatter,Executed,782231.71,820242.07,2023-06-04,2023-09-20,2023-02-06,2,1,2023,HBO,Digital Video,Barry,True Crime,TV-MA,Prime Time (7-11pm),Interactive,Smart TV,15,No,MA,Los Angeles,18-24,Female,<$30K,Drama,Linear (No Sub),Yes,16,3316413,3023463,91.17,63382,2.096,940,1.483,86.9,84.9,12,33927.19,38588.84,11.2213,1.137,
5252,EA Sports,GroupM,CPG,Direct Response,Upfront,Scatter,Executed,1355681.27,1501940.02,2023-05-12,2023-11-01,2024-07-12,7,3,2024,HBO,Streaming (SVOD),Curb Your Enthusiasm,Comedy,TV-Y7,Prime Time (7-11pm),Native,Smart TV,30,No,MA,Dallas,55-64,Female,$60-100K,Kids & Family,Max Ad-Lite,Yes,17,4694824,4694824,100.0,158504,3.376,4472,2.821,100.0,76.0,1,524763.95,700014.44,111.775,1.334,
5702,Geico,Canvas Worldwide,Telecom,Lead Generation,Scatter,Direct IO,Executed,924834.42,861173.37,2023-01-17,2023-02-04,2023-02-01,2,1,2023,Bleacher Report,Streaming (SVOD),Looney Tunes,Documentary,TV-G,Afternoon (12-4pm),Pause Ad,Smart TV,15,No,NC,Boston,45-54,Female,$60-100K,Kids & Family,Max Ad-Lite,No,14,3040757,3040757,100.0,120684,3.969,1207,1.0,60.6,76.9,11,100287.51,131112.03,32.9811,1.307,
5296,Walmart,Assembly,Entertainment,App Install,Scatter,Upfront,Executed,1510808.51,1458657.74,2024-02-26,2024-05-08,2024-08-03,8,3,2024,Discovery+,Audio,White Lotus,Sports,TV-MA,Morning (9am-12pm),Post-roll,Desktop,15,No,CO,Denver,25-34,Male,>$150K,Drama,Max Ad-Lite,Yes,29,5318978,4960064,93.25,233244,4.702,19383,8.31,80.6,76.9,11,40987.49,58658.75,8.2635,1.431,
